"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"9505","Vyserions","3343","14","1406","1420","7.8","3.9","2.2","-0.07","-0.18","-0.34","N/A","N/A","N/A","9-14-0","0.391"
"7318","Nanuet Knightronz","3344","13.9","1406","1420","3.4","5.7","4.9","-0.08","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"11040","Aria STEAMex","3345","13.9","1406","1420","5.2","6.3","2.5","-0.1","-0.23","-0.34","N/A","N/A","N/A","2-7-1","0.250"
"1303","WYOHAZARD","3346","13.9","1406","1420","9.3","1.3","3.3","-0.06","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"7035","MEF Thunders","3347","13.9","1406","1420","6.2","8.4","-0.7","0.04","-0.24","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"4179","Tahisco Techs","3348","13.8","1406","1420","-1.5","1","14.3","0.12","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"7477","Giddy GOATS","3349","13.8","1406","1420","3.1","4.6","6.2","-0.1","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"1982","Cougar Robotics","3350","13.8","1406","1419","6","-0.3","8.1","0.04","-0.24","-0.34","N/A","N/A","N/A","15-17-0","0.469"
"6240","Eagles of the Knight","3351","13.8","1405","1419","3.2","5.7","4.9","-0.03","-0.24","-0.34","N/A","N/A","N/A","4-21-1","0.173"
"7770","Infinite Voltage","3352","13.8","1405","1419","6.1","3.1","4.6","-0.14","-0.24","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"2785","Prometheus","3353","13.7","1405","1419","9.2","7.4","-2.8","0.06","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"5478","Pershing Doughbots","3354","13.7","1405","1419","6.6","3.3","3.8","0","-0.24","-0.34","N/A","N/A","N/A","12-17-0","0.414"
"5511","Cortechs Robotics","3355","13.7","1405","1419","4.8","7.2","1.7","-0.13","-0.24","-0.34","N/A","N/A","N/A","10-18-0","0.357"
"5253","Bigfork Backwoods Bots 5253","3356","13.7","1405","1419","3.7","7.8","2.2","-0.01","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"10521","ERA Robotics","3357","13.7","1405","1419","5.8","5.5","2.4","-0.05","-0.23","-0.34","N/A","N/A","N/A","3-5-0","0.375"
"1566","AMMOKNIGHTS","3358","13.7","1405","1419","3.2","7.8","2.7","-0.01","-0.17","-0.34","N/A","N/A","N/A","9-13-0","0.409"
"5278","Los Clasicos","3359","13.7","1405","1419","5.4","7","1.3","-0.05","-0.23","-0.34","N/A","N/A","N/A","3-17-0","0.150"
"9706","R^3   (Redwood Ranger Robot...","3360","13.7","1405","1419","4.2","1.1","8.4","0.1","-0.25","-0.34","N/A","N/A","N/A","15-17-0","0.469"
"3291","Au Pirates","3361","13.6","1405","1419","7","7","-0.3","-0.05","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"11505","Kensington Woods Robotics","3362","13.6","1405","1419","7","5.1","1.5","0.06","-0.24","-0.34","N/A","N/A","N/A","12-14-0","0.462"
"1585","Scitobor Robotics","3363","13.6","1405","1419","5.9","8.9","-1.3","0.19","-0.23","-0.34","N/A","N/A","N/A","5-4-0","0.556"
"6112","Cyberstangs","3364","13.6","1405","1419","7.1","3.3","3.1","0.05","-0.24","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"5642","Mumford Mechanical Mustangs","3365","13.6","1405","1419","3.5","5.5","4.6","-0.08","-0.24","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"3606","BearMetal","3366","13.6","1405","1419","7","4.6","1.9","0.03","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"4093","Hardwired","3367","13.6","1404","1419","5.8","3.9","3.9","-0.06","-0.23","-0.34","N/A","N/A","N/A","1-8-0","0.111"
"11379","TURTLESS","3368","13.5","1404","1419","5.7","7.4","0.4","-0.04","-0.23","-0.34","N/A","N/A","N/A","5-7-0","0.417"
"7128","XLR8","3369","13.5","1404","1419","4.1","5.3","4.1","0.12","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"7459","Taubatexas Robotics","3370","13.5","1404","1419","3.6","6.1","3.8","-0.04","-0.23","-0.34","N/A","N/A","N/A","6-13-0","0.316"
"4019","Mechanical Paradise","3371","13.4","1404","1418","4.3","5.5","3.6","-0.02","-0.23","-0.34","N/A","N/A","N/A","4-7-0","0.364"
"7288","NOMMA D3V1LB0TS","3372","13.4","1404","1418","5.9","3.9","3.6","0.09","-0.24","-0.34","N/A","N/A","N/A","3-5-0","0.375"
"7865","HODAbotics","3373","13.3","1404","1418","6.5","7.1","-0.3","0.06","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"10656","RataToaster","3374","13.3","1403","1418","8.3","-0.1","5.1","0.04","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"2501","Bionic Polars","3375","13.3","1403","1418","5.4","3.3","4.6","-0.2","-0.23","-0.34","N/A","N/A","N/A","3-8-0","0.273"
"10936","Hooverstan","3376","13.3","1403","1418","8.5","-0.6","5.4","0.06","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"10121","TMSA MechaTiger","3377","13.3","1403","1418","3.8","1.2","8.2","-0.14","-0.24","-0.34","N/A","N/A","N/A","19-28-0","0.404"
"8707","The Newark Circuit Breakers","3378","13.2","1403","1418","4.8","7.5","0.9","0.04","-0.24","-0.34","N/A","N/A","N/A","14-12-0","0.538"
"7019","Rubber Ducks","3379","13.2","1403","1418","2.2","2.8","8.2","-0.18","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"3794","Prepa Tecmilenio WinT","3380","13.2","1403","1418","5.1","7.3","0.8","0.05","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"9734","Jasper County Devil Dogs","3381","13.2","1403","1418","5.2","1.8","6.2","0.08","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"9753","Team Success","3382","13.2","1403","1418","3.7","4.9","4.6","0.06","-0.24","-0.34","N/A","N/A","N/A","6-18-0","0.250"
"5213","St. Ignace SHIELD","3383","13.2","1403","1418","3.5","5.4","4.3","-0.01","-0.24","-0.34","N/A","N/A","N/A","11-18-0","0.379"
"10338","10338 - CircuitMakers","3384","13.2","1403","1418","2.3","3.9","7","-0.02","-0.24","-0.34","N/A","N/A","N/A","9-18-1","0.339"
"4764","The Memphis MechWarriors","3385","13.2","1403","1418","-0.7","8.6","5.3","0.07","-0.23","-0.34","N/A","N/A","N/A","4-9-0","0.308"
"752","Chargers","3386","13.1","1403","1418","2.2","6.2","4.8","-0.04","-0.24","-0.34","N/A","N/A","N/A","11-15-0","0.423"
"6067","The Underdogs","3387","13.1","1403","1418","2","6.3","4.8","0.01","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"9424","E.O. JAG BOTS","3388","13.1","1403","1418","5.1","8.6","-0.6","-0.01","-0.24","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"3324","The Metrobots","3389","13.1","1402","1418","3.5","3.6","6","0.18","-0.24","-0.34","N/A","N/A","N/A","3-14-0","0.176"
"4571","Rambots","3390","13.1","1402","1417","3","6.1","3.9","-0.02","-0.13","-0.34","N/A","N/A","N/A","9-10-0","0.474"
"10449","Robo Crusaders 1","3391","13.1","1402","1417","4.1","6.5","2.5","0.05","-0.24","-0.34","N/A","N/A","N/A","4-20-0","0.167"
"9704","IgKnighted","3392","13","1402","1417","8","1.3","3.8","0.02","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"8303","GatorBytes","3393","13","1402","1417","1.5","4","7.6","0.14","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"7037","Jeunes D'Argent - FresnilloPLC","3394","13","1402","1417","5.6","3","4.4","0.01","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"5874","Prepa Tecmilenio BorderBots","3395","12.9","1402","1417","4.4","5.7","2.8","0.07","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"9694","TUBITECH","3396","12.9","1402","1417","7.2","6","-0.3","-0.1","-0.13","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"9762","Raccoon Robotics","3397","12.9","1401","1417","6.6","1.6","4.7","-0.08","-0.24","-0.34","N/A","N/A","N/A","10-19-0","0.345"
"8588","Tech Devils","3398","12.8","1401","1417","7.1","2.6","3.1","-0.01","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"11300","ZENITH","3399","12.8","1401","1417","3.9","1.7","7.1","0.11","-0.24","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","20-14-0","0.588"
"10642","Comstock Colts","3400","12.8","1401","1417","3.3","5.1","4.4","0.04","-0.24","-0.34","N/A","N/A","N/A","17-13-0","0.567"
"11176","RoboRabbits","3401","12.8","1401","1417","3.7","9.1","0","0.03","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"10243","Yücel Boru ANATOLIAN WOLVES","3402","12.8","1401","1417","-0.5","8","5.3","0.02","-0.23","-0.34","N/A","N/A","N/A","1-6-0","0.143"
"9193","Short-Circuited Eagles","3403","12.7","1401","1417","3.6","3.9","5.2","0.08","-0.25","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"5876","ARTEMIS","3404","12.7","1400","1416","4.1","3.8","4.7","-0.03","-0.23","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"2410","Blue Valley CAPS Metal Must...","3405","12.6","1400","1416","10.6","2.9","-0.8","-0.01","-0.26","-0.34","N/A","N/A","N/A","8-13-0","0.381"
"11331","TarryBots","3406","12.6","1400","1416","4.6","7.9","0.1","0.07","-0.23","-0.34","N/A","N/A","N/A","6-4-0","0.600"
"8140","RoboManiacs","3407","12.6","1400","1416","7.5","0.7","4.3","-0.07","-0.23","-0.34","N/A","N/A","N/A","1-10-0","0.091"
"9555","TEAM HELIOS","3408","12.5","1400","1416","5.9","6.4","0.2","0.04","-0.23","-0.34","N/A","N/A","N/A","1-6-0","0.143"
"7864","The Bear Bots","3409","12.5","1400","1416","4.1","-0.1","8.5","0.18","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"4664","Butler Bots","3410","12.5","1400","1416","3.5","1.1","7.8","0.04","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"11241","PRAIRIE","3411","12.4","1399","1416","5","2.5","5","0.03","-0.23","-0.34","N/A","N/A","N/A","1-7-0","0.125"
"5872","Wiredcats","3412","12.4","1399","1416","2.9","-3.3","12.8","0.06","-0.23","-0.34","N/A","N/A","N/A","7-8-0","0.467"
"8573","Rogue-Rangers LEGACY","3413","12.4","1399","1416","6.8","3.2","2.4","0.01","-0.24","-0.34","N/A","N/A","N/A","15-16-0","0.484"
"9622","GRIDLOCK","3414","12.3","1399","1415","4.3","2.4","5.6","0.03","-0.13","-0.34","N/A","N/A","N/A","4-6-1","0.409"
"4319","Ladies FIRST","3415","12.3","1399","1415","2.7","6.6","3.1","0.03","-0.22","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"6132","Iron Rangers","3416","12.3","1399","1415","4.9","4.6","2.8","0.05","-0.23","-0.34","N/A","N/A","N/A","3-8-0","0.273"
"4630","Robodragons","3417","12.3","1399","1415","4.1","3.8","4.4","0.01","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"10452","RoboLions","3418","12.3","1398","1415","7.1","5.3","-0.2","-0.04","-0.23","-0.34","N/A","N/A","N/A","5-13-0","0.278"
"6032","Pirate Robotics","3419","12.2","1398","1415","3","8","1.2","-0.16","-0.23","-0.34","N/A","N/A","N/A","3-5-0","0.375"
"9247","SainTech Robotics","3420","12.2","1398","1415","7.8","3.6","0.8","0.03","-0.24","-0.34","N/A","N/A","N/A","11-12-0","0.478"
"4973","Gator Gears","3421","12.2","1398","1415","3","6.1","3.1","0.05","-0.17","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"8105","Apollo Black Cat - Peñoles","3422","12.2","1398","1415","-0.4","4.9","7.7","-0.08","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"11366","Red Devil's Redemption","3423","12.2","1398","1415","8.7","2.5","1","0.07","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"3807","Overland BlazerBots","3424","12.1","1398","1415","6.4","-0.5","6.2","-0.02","-0.15","-0.23","N/A","N/A","N/A","8-14-0","0.364"
"854","Iron Bears","3425","12.1","1398","1415","8.4","-1","4.7","-0.18","-0.24","-0.34","N/A","N/A","N/A","14-29-0","0.326"
"7190","Vancouver Rainstorms","3426","12.1","1398","1415","4.9","3.8","3.4","0","-0.23","-0.34","N/A","N/A","N/A","7-7-0","0.500"
"9479","CREDENTIS","3427","12.1","1398","1415","4.5","6.9","0.8","0.12","-0.23","-0.34","N/A","N/A","N/A","3-8-0","0.273"
"4816","Gadget Girls","3428","12.1","1398","1415","4.8","6.5","0.9","-0.02","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"6155","ElektraBots","3429","12.1","1398","1415","5","4.1","3","0","-0.23","-0.34","N/A","N/A","N/A","2-10-0","0.167"
"10444","Ursa Major","3430","12.1","1398","1415","7.3","3.2","1.6","0.04","-0.17","-0.34","N/A","N/A","N/A","11-17-0","0.393"
"3843","ROBO RACERS","3431","12","1397","1415","3.1","0.6","8.3","0","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"5143","Raw Steel","3432","12","1397","1415","3.9","7.6","0.5","0.04","-0.23","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"8066","WOLF ARMY ROBOTICS","3433","12","1397","1415","2.9","6.9","2.2","0.02","-0.23","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"9467","EsRobotik","3434","11.9","1397","1415","2.7","8.5","0.8","0.03","-0.23","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"10205","MAGNETAR","3435","11.9","1397","1414","3.9","2","6","0.03","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"3359","Royal Robotics","3436","11.9","1397","1414","7.4","6.3","-1.9","-0.03","-0.24","-0.34","N/A","N/A","N/A","6-18-0","0.250"
"8584","Infinity Robotics","3437","11.9","1397","1414","2.9","1.9","7.1","0.1","-0.23","-0.34","N/A","N/A","N/A","4-11-0","0.267"
"9669","Regina Riveters","3438","11.8","1396","1414","7.3","2.6","2","0.12","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"877","Pi Rho 'botics @ North Star","3439","11.8","1396","1414","8.6","3.6","-0.4","0.09","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"10478","NEO Robotics","3440","11.8","1396","1414","2","8.2","1.6","-0.04","-0.24","-0.34","N/A","N/A","N/A","4-7-0","0.364"
"9302","PARATECH FRC","3441","11.8","1396","1414","4.1","6.8","0.9","0.08","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"8500","ROBEST Robotics","3442","11.8","1396","1414","5.9","4.7","1.3","0.11","-0.23","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"4567","The Mechanized Mafia","3443","11.7","1396","1414","4.4","5.1","2.3","0.09","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"9627","Yellow Haze","3444","11.7","1396","1414","1.6","10.6","-0.4","0.09","-0.23","-0.34","N/A","N/A","N/A","5-4-0","0.556"
"8870","RedCards","3445","11.7","1396","1414","2.8","-1.9","10.8","-0.02","-0.23","-0.34","N/A","N/A","N/A","8-6-0","0.571"
"5027","Event Horizon (5027)","3446","11.7","1396","1414","-1.5","13.9","-0.8","-0.05","-0.24","-0.34","N/A","N/A","N/A","3-9-0","0.250"
"11350","Guilford Gearheads","3447","11.7","1396","1414","4.7","3.3","3.6","-0.01","-0.24","-0.34","N/A","N/A","N/A","13-14-0","0.481"
"11342","StingVille Robotics Team","3448","11.6","1396","1414","8.2","4.8","-1.4","0.09","-0.23","-0.34","N/A","N/A","N/A","3-5-0","0.375"
"8711","The Midnight Ostrich Runners","3449","11.6","1395","1414","5.7","8.1","-2.2","-0.08","-0.23","-0.34","N/A","N/A","N/A","6-14-0","0.300"
"4024","TechnoSaints","3450","11.6","1395","1414","2.8","2.2","6.6","-0.09","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"10629","Bath High School Bee-Botics","3451","11.6","1395","1414","1.6","3.6","6.4","-0.07","-0.24","-0.34","N/A","N/A","N/A","3-21-0","0.125"
"10285","Sacred Heart Outlanders","3452","11.6","1395","1414","7.1","2","2.5","-0.01","-0.24","-0.34","N/A","N/A","N/A","7-16-1","0.313"
"5986","┌ Iron Fangs ┐","3453","11.6","1395","1413","5.5","1.3","4.7","0.07","-0.24","-0.34","N/A","N/A","N/A","7-16-1","0.313"
"9485","HYOBOTS","3454","11.6","1395","1413","3.1","6","2.5","-0.07","-0.23","-0.34","N/A","N/A","N/A","7-12-0","0.368"
"11352","Flying Tiger","3455","11.6","1395","1413","0.8","9.1","1.7","0.05","-0.23","-0.34","N/A","N/A","N/A","1-6-0","0.143"
"2815","Blue Devil Mechanics","3456","11.5","1395","1413","4","2.6","4.9","-0.05","-0.24","-0.34","N/A","N/A","N/A","13-31-0","0.295"
"94","The  TechnoJays","3457","11.5","1395","1413","3","6","2.5","-0.01","-0.23","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"9733","Gold Diggers","3458","11.5","1395","1413","6.7","0.7","4","0.07","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"11313","tROBOmakEr","3459","11.4","1394","1413","3.6","5.2","2.6","0.06","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"5123","Mechadogs","3460","11.4","1394","1413","2.9","3.8","4.8","-0.06","-0.24","-0.34","N/A","N/A","N/A","5-13-0","0.278"
"2487","Mechanical Animals","3461","11.4","1394","1413","2","4.8","4.6","-0.01","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"3745","Governors","3462","11.4","1394","1413","2.4","3.8","5.1","-0.01","-0.23","-0.34","N/A","N/A","N/A","1-8-0","0.111"
"3848","Bots in Shining Armour","3463","11.3","1394","1413","4.4","4.4","2.5","-0.09","-0.23","-0.34","N/A","N/A","N/A","5-4-0","0.556"
"8374","Bongo Bots","3464","11.3","1394","1413","3.4","4.9","3.1","-0.06","-0.24","-0.34","N/A","N/A","N/A","11-20-0","0.355"
"9471","EF Academy","3465","11.3","1394","1413","9","0.4","1.9","0.05","-0.24","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"8362","Circuit Breakers","3466","11.3","1394","1413","3.1","0.9","7.2","-0.06","-0.24","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"8719","Oakville Dynamics","3467","11.2","1394","1413","7.5","1.1","2.7","0.16","-0.24","-0.34","N/A","N/A","N/A","15-15-0","0.500"
"8778","HSUWerx","3468","11.2","1394","1413","3.2","1.5","6.5","-0.04","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"11345","Long Beach RoboBearcats","3469","11.2","1394","1413","6.7","2.7","1.8","0.02","-0.23","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"5863","Hypercubed","3470","11.2","1394","1413","6.9","3.7","0.6","0.05","-0.24","-0.34","N/A","N/A","N/A","6-12-0","0.333"
"9433","Lil' Timmy's Big Team","3471","11.2","1394","1413","3.5","3.1","4.7","-0.03","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"1739","Chicago Knights Robotics","3472","11.2","1393","1412","3.7","4.3","3.2","0.06","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"5504","The Loose Connections","3473","11.2","1393","1412","4.8","4.2","2.2","-0.04","-0.24","-0.34","N/A","N/A","N/A","4-20-0","0.167"
"6415","Gultepe Robotics Team 6415","3474","11.1","1393","1412","6.2","-1.9","6.9","0.1","-0.26","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"11435","St. Peter's High School Rai...","3475","11","1393","1412","3","0.7","7.3","-0.03","-0.24","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"7796","Breaker Robotics","3476","11","1393","1412","5.1","1.6","4.4","-0.05","-0.23","-0.34","N/A","N/A","N/A","3-8-0","0.273"
"5624","TIGER TECH Robotics","3477","11","1392","1412","1.5","9.4","0.1","-0.04","-0.24","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"7729","RAMs","3478","11","1392","1412","-0.5","7.2","4.3","-0.05","-0.23","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"6044","Circuit Breakers","3479","10.9","1392","1412","4.8","1.4","4.7","0","-0.23","-0.34","N/A","N/A","N/A","2-9-0","0.182"
"6606","Prepa Tecmilenio Pink Hawks...","3480","10.9","1392","1412","1.8","6.5","2.6","0.09","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"10474","Turcia Machina","3481","10.9","1392","1412","1.3","6.8","2.8","0.01","-0.23","-0.34","N/A","N/A","N/A","2-9-0","0.182"
"3760","Robo Raccoons","3482","10.8","1392","1412","3","2.6","5.2","-0.08","-0.13","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"3826","Sequim Robotics Federation ...","3483","10.8","1392","1411","6.8","0.9","3.2","0.08","-0.24","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"395","2 Train Robotics","3484","10.8","1392","1411","4.9","3.7","2.3","0.03","-0.24","-0.34","N/A","N/A","N/A","6-12-0","0.333"
"8024","Robotans","3485","10.8","1392","1411","7.8","2.4","0.7","0.04","-0.24","-0.34","N/A","N/A","N/A","10-15-2","0.407"
"2227","Tigers","3486","10.8","1391","1411","5.6","-1.1","6.3","0.01","-0.23","-0.34","N/A","N/A","N/A","5-17-0","0.227"
"8850","Ed Bears","3487","10.8","1391","1411","1.6","2.6","6.6","0.05","-0.19","-0.34","N/A","N/A","N/A","11-16-0","0.407"
"5541","Shakopee Sabers","3488","10.8","1391","1411","7.2","5.7","-2.1","0.01","-0.24","-0.34","N/A","N/A","N/A","7-13-0","0.350"
"3574","HIGH TEKERZ","3489","10.7","1391","1411","5.7","0.8","4.3","-0.02","-0.24","-0.34","N/A","N/A","N/A","12-17-0","0.414"
"1450","XQ Robotix Team 1450","3490","10.7","1391","1411","7","2.2","1.5","-0.09","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"5232","Talons","3491","10.7","1391","1411","3.6","5.1","2.1","-0.06","-0.23","-0.34","N/A","N/A","N/A","5-18-0","0.217"
"6904","TeraWatts","3492","10.7","1391","1411","3.4","5.9","1.5","0.11","-0.24","-0.34","N/A","N/A","N/A","8-17-0","0.320"
"7138","Wing It","3493","10.7","1391","1411","3.3","4.5","2.9","-0.02","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"2896","MechaMonarchs","3494","10.7","1391","1411","3.8","3.6","3.3","0.06","-0.23","-0.34","N/A","N/A","N/A","6-10-0","0.375"
"6000","Firehawk Robotics","3495","10.7","1391","1411","6.1","5.4","-0.8","-0.15","-0.18","-0.34","N/A","N/A","N/A","8-15-0","0.348"
"4931","Edwardsville Technologies","3496","10.7","1391","1411","7.6","4.1","-1","-0.07","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"2477","Marauder Rascals","3497","10.7","1391","1411","0.3","4.9","5.4","0.07","-0.23","-0.34","N/A","N/A","N/A","3-11-0","0.214"
"5894","CyberJags","3498","10.7","1391","1411","6.7","2","2","0.1","-0.24","-0.34","N/A","N/A","N/A","12-16-0","0.429"
"10377","Aughtonauts","3499","10.7","1391","1411","2","3","5.6","0.01","-0.24","-0.34","N/A","N/A","N/A","6-14-0","0.300"
"6073","Cav-Bots","3500","10.6","1391","1411","5.9","0.8","3.9","-0.07","-0.24","-0.34","N/A","N/A","N/A","8-19-0","0.296"
"6859","Big Metal Lakers 6859- BML ...","3501","10.6","1391","1411","4.8","1.6","4.3","-0.1","-0.16","-0.34","N/A","N/A","N/A","9-17-0","0.346"
"4306","Robokomodos","3502","10.6","1390","1411","4.2","4.6","1.8","0.03","-0.25","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"8624","Sasquatch Robotics","3503","10.5","1390","1411","6.2","1.6","2.7","-0.04","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"5841","The Patriots","3504","10.5","1390","1411","4.7","3","2.7","-0.03","-0.24","-0.34","N/A","N/A","N/A","6-18-0","0.250"
"10297","PANTANALBOTS","3505","10.3","1389","1410","3.6","0.2","6.5","-0.07","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"11064","ASTERIA","3506","10.3","1389","1410","10.6","-2.8","2.5","-0.05","-0.13","-0.34","N/A","N/A","N/A","4-7-0","0.364"
"6047","Proctor Frostbyte","3507","10.3","1389","1410","7.4","1.4","1.6","-0.07","-0.23","-0.34","N/A","N/A","N/A","8-6-0","0.571"
"8276","OPTRON#8276","3508","10.3","1389","1410","6.1","2.4","1.8","-0.06","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"2827","The Tiki Bots","3509","10.2","1389","1410","5.6","4.1","0.5","-0.05","-0.23","-0.34","N/A","N/A","N/A","5-7-0","0.417"
"2538","The Plaid Pillagers","3510","10.2","1388","1410","4.9","4.7","0.6","0.06","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"8759","ARPEX","3511","10.1","1388","1410","-0.1","7.4","2.9","0","-0.23","-0.34","N/A","N/A","N/A","2-5-0","0.286"
"9219","Nine Tails","3512","10.1","1388","1410","6.4","2.8","0.9","-0.08","-0.23","-0.34","N/A","N/A","N/A","6-15-0","0.286"
"2039","Rockford Robotics","3513","10.1","1388","1410","3.4","5","1.7","0","-0.16","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"3984","Topper Robotics","3514","10.1","1388","1409","2.4","0.3","7.3","-0.05","-0.23","-0.34","N/A","N/A","N/A","6-18-0","0.250"
"9643","Lady Voltage","3515","10","1388","1409","2.4","0.9","6.7","0.01","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"10173","Minot Syber-Sentinels","3516","9.9","1387","1409","4.9","-0.9","5.9","0.1","-0.23","-0.34","N/A","N/A","N/A","6-12-0","0.333"
"10247","RedFox","3517","9.8","1387","1409","4.6","3.5","1.8","0.01","-0.23","-0.34","N/A","N/A","N/A","3-11-0","0.214"
"10430","Solar Chill","3518","9.8","1387","1409","9.4","0.1","0.3","0.02","-0.24","-0.34","N/A","N/A","N/A","5-17-2","0.250"
"2151","PMSA Monty Pythons","3519","9.8","1387","1409","5.2","1","3.7","-0.01","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"6420","Fire Island Robotics","3520","9.7","1386","1409","2.7","5.7","1.3","-0.02","-0.23","-0.34","N/A","N/A","N/A","9-11-0","0.450"
"10170","ND Robotics","3521","9.7","1386","1409","5.1","-0.2","4.8","-0.03","-0.24","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"7121","Keller Fusion Robotics","3522","9.7","1386","1408","4.9","0.6","4.2","-0.02","-0.24","-0.34","N/A","N/A","N/A","8-18-0","0.308"
"11410","WGSS Delta Lab","3523","9.6","1385","1408","5","1.5","3.1","-0.01","-0.23","-0.34","N/A","N/A","N/A","6-4-0","0.600"
"11265","Rockbotics -FRC","3524","9.5","1385","1408","2.3","2.3","5","-0.11","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"240","TEMPEST","3525","9.5","1385","1408","2.9","-0.2","6.8","0.11","-0.24","-0.34","N/A","N/A","N/A","12-16-1","0.431"
"5532","The Panther Bots","3526","9.4","1385","1408","7.2","2.8","-0.6","-0.02","-0.24","-0.34","N/A","N/A","N/A","5-19-0","0.208"
